"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"09/000241";"Cafetería / Bar";"2ª - 1 Taza";"EL CONVENTO DE ARANDA";"Plaza Constitución 2";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947504316";"";"";"";"";"";"100";"";"";"Si";
"47/000276";"Cafetería";"2ª - 1 Taza";"ELANY";"Avenida SANTA TERESA 34";"47010";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983517980";"635941032";"";"";"";"";"64";"";"";"";
"49/000122";"Cafetería / Bar";"2ª - 1 Taza";"TROPICAL";"Calle LOS MACIAS 1";"49213";"Zamora";"Fariza";"FARIZA";"FARIZA";"980617819";"615501919";"";"fergejo@hotmail.com";"";"";"22";"";"";"";
"37/000395";"Cafetería / Bar";"2ª - 1 Taza";"EL RINCON DE TIRI";"Calle  JUAN DE VILLARIA 6";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923051289";"";"";"triquitran@gmail.com";"";"";"";"";"";"Si";
"42/000113";"Cafetería";"2ª - 1 Taza";"TRES CHOCOLATES";"Calle SAN BENITO 22";"42002";"Soria";"Soria";"SORIA";"SORIA";"615054948";"";"";"";"";"";"27";"";"";"";
"37/000396";"Cafetería / Bar";"2ª - 1 Taza";"LA BOHEME";"Avenida FILIBERTO VILLALOBOS 56";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"637601055";"";"";"evagaspar@hotmail.com";"";"";"50";"-5,67299";"40,969916";"Si";
"47/000277";"Cafetería";"2ª - 1 Taza";"EL SOPORTAL";"Calle GUTIERREZ MELLADO 4";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"669151380";"";"";"";"";"";"91";"";"";"Si";
"47/000278";"Cafetería";"2ª - 1 Taza";"COFFEE CHARGER";"Calle MONTERO CALVO 1";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"600501444";"";"";"norte2004@hotmail.com";"";"";"62";"";"";"";
"37/000397";"Cafetería / Bar";"2ª - 1 Taza";"JOIS";"Calle PERAMATO 10";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"626045443";"";"";"";"";"";"74";"";"";"";
"24/000481";"Cafetería / Bar";"2ª - 1 Taza";"PISCINAS DE TROBAJO DEL CAMINO";"Avenida CONSTITUCIÓN 154";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987238312";"";"";"";"";"";"";"";"";"Si";
"09/000242";"Cafetería / Bar";"2ª - 1 Taza";"LOS TILOS";"Calle Los Tilos 5";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947992722";"609201288";"";"cafeterialostilos@outlook.es";"";"";"52";"-2,9522222";"42,6925";"Si";
"37/000399";"Cafetería";"2ª - 1 Taza";"KEBAB TEMPLO";"Plaza DE LA CONSTITUCIÓN, 5";"37480";"Salamanca";"Fuentes de Oñoro";"FUENTES DE OÑORO";"FUENTES DE OÑORO";"683325759";"";"";"restaurantecaravelan7@hotmail.com";"";"";"110";"";"";"";
"47/000279";"Cafetería";"2ª - 1 Taza";"COFFEE CHARGER";"Calle TERESA GIL 7";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"657350730";"";"";"blanca.r.curto@gmx.com";"";"";"113";"";"";"Si";
"47/000280";"Cafetería";"2ª - 1 Taza";"CEREAL HUNTERS";"Calle MONTERO CALVO 4";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"647298740";"";"";"";"";"";"";"";"";"";
"47/000281";"Cafetería";"2ª - 1 Taza";"DRAGON VALL";"Avenida GIJÓN 13";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"664637963";"651105505";"";"info@dragonvall.com";"www.dragonvall.com";"";"112";"";"";"Si";
"42/000114";"Cafetería";"2ª - 1 Taza";"PASTELERIA ANGELINES";"Carretera BURGOS 5";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"SAN LEONARDO DE YAGÜE";"975376673";"672022645";"";"pasteleriaangelines@hotmail.com";"";"";"19";"";"";"Si";
"09/000243";"Cafetería";"2ª - 1 Taza";"CERVECERÍA DIMI ll";"Calle San Julián, 19";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947020032";"699461041";"";"";"";"";"39";"-3,697718";"42,335611";"Si";
"09/000244";"Cafetería / Bar";"2ª - 1 Taza";"AQUIMISMO";"Calle Carmen, 8";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947207282";"";"";"grupoaylagas1@gmail.com";"";"";"82";"-3,704619";"42,335894";"Si";
"49/000123";"Cafetería / Bar";"2ª - 1 Taza";"CAFETERIA-BURGUER DUHE";"Calle LAS LEYES 3";"49800";"Zamora";"Toro";"TORO";"TORO";"980690122";"656783025";"";"josecasarescillero@hotmail.com";"";"";"60";"";"";"";
"09/000245";"Cafetería / Bar";"2ª - 1 Taza";"EN ASCUAS";"Calle Vitoria, 113";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947216065";"";"";"grupoaylagas1@gmail.com";"";"";"78";"-3,6811219";"42,346885";"Si";
"47/000282";"Cafetería / Bar";"2ª - 1 Taza";"LAS ALDABAS";"Calle TERESA GIL 18";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"655978958";"";"";"carlosmedina18@msn.com";"";"";"93";"";"";"Si";
"09/000246";"Cafetería / Bar";"2ª - 1 Taza";"NISINTI";"Calle Victoria Balfé, 30";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947233127";"";"";"grupoaylagas1@gmail.com";"";"";"67";"-3,679249";"42,360988";"Si";
"09/000247";"Cafetería / Bar";"2ª - 1 Taza";"NICONTIGO";"Calle Vitoria, 165";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947046526";"";"";"grupoaylagas1@gmail.com";"";"";"33";"-3,67139";"42,3522389";"Si";
"05/000167";"Cafetería";"2ª - 1 Taza";"PURPLE";"Avenida JUVENTUD 3";"05270";"Ávila";"Tiemblo (El)";"TIEMBLO (EL)";"TIEMBLO (EL)";"670640655";"";"";"";"";"";"72";"";"";"";
"09/000248";"Cafetería / Bar";"2ª - 1 Taza";"AMANITA";"Calle Esteban Sáez de Alvarado 7";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947488051";"";"";"";"";"";"73";"";"";"Si";
"37/000400";"Cafetería";"1ª - 2 Tazas";"ESTACIÓN BÉJAR VERDE";"Carretera DE LA ESTACIÓN 60";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"927216504";"646287733";"";"estacionbejarverde@gmail.com";"www.creactivagrupo.com";"";"70";"";"";"";
"49/000124";"Cafetería / Bar";"2ª - 1 Taza";"JAYDA";"Ronda CORREDERA 47";"49800";"Zamora";"Toro";"TORO";"TORO";"632943368";"";"";"";"";"";"42";"";"";"";
"24/000482";"Cafetería";"2ª - 1 Taza";"SEÑORITA TATITA";"Calle LA LIBERTAD 90";"24193";"León";"Villaquilambre";"NAVATEJERA";"NAVATEJERA";"626637650";"";"";"marball.20@hotmail.com";"";"";"";"";"";"";
"09/000249";"Cafetería / Bar";"2ª - 1 Taza";"CENTRO CIVICO VILLA DE ROA";"Calle El Tinte 27";"09300";"Burgos";"Roa";"ROA";"ROA";"947540859";"633101341";"";"";"";"";"16";"";"";"Si";
"49/000125";"Cafetería / Bar";"2ª - 1 Taza";"CASA GALLO";"Calle RONDA DE CORREDERA 37  BJ";"49800";"Zamora";"Toro";"TORO";"TORO";"666409263";"";"";"casagallotoro@gmail.com";"";"";"62";"";"";"Si";
"24/000483";"Cafetería";"2ª - 1 Taza";"PASAJE LEON";"Calle ALFONSO V 11";"24001";"León";"León";"LEON";"LEON";"669138478";"";"";"";"";"";"";"";"";"";
"09/000250";"Cafetería / Bar";"2ª - 1 Taza";"EURO";"Avenida Cid Campeador, 6";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"630029355";"";"";"";"";"";"18";"-3,6986481";"42,3435911";"";
"05/000170";"Cafetería / Bar";"2ª - 1 Taza";"SUMMER'S AMERICAN DINER";"Calle BARRIO EL ROMAZAL 1";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"ADRADA (LA)";"918670782";"687012667";"";"";"";"";"59";"";"";"Si";
"05/000171";"Cafetería";"2ª - 1 Taza";"PINAR";"Plaza MORAL 4";"05492";"Ávila";"Poyales del Hoyo";"POYALES DEL HOYO";"POYALES DEL HOYO";"672008000";"";"";"PFARRAHERRERO@YAHOO.ES";"";"";"88";"";"";"Si";
"34/000086";"Cafetería / Bar";"1ª - 2 Tazas";"GALLOFA&CO";"Calle DON SANCHO 2";"34001";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979816709";"";"";"admininpalencia@franquiciaslagallofa.com";"gallofa.com";"";"119";"";"";"Si";
"47/000283";"Cafetería";"2ª - 1 Taza";"LA PERLITA";"Calle CALIXTO FERNANDEZ DE LA TORRE 5";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983452114";"";"";"hugogarciafuente@gmail.com";"";"";"13";"";"";"Si";
"09/000251";"Cafetería";"2ª - 1 Taza";"JUARREÑO-ALTA PASTELERÍA-Capitanía";"Plaza Alonso Martínez, 7";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947262646";"";"";"info@juarreno.com";"www.juarreno.com";"";"12";"-3,699952";"42,343727";"Si";
"05/000172";"Cafetería / Bar";"2ª - 1 Taza";"DOÑA JULIA";"Calle EJERCITO ESPAÑOL 14";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920380258";"";"";"";"";"";"40";"";"";"";
"09/000252";"Cafetería";"2ª - 1 Taza";"MUNDAKA";"Calle Victoria Balfé, 2";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"600563562";"";"";"";"";"";"71";"-3,681997";"42,359587";"Si";
"09/000253";"Cafetería";"2ª - 1 Taza";"EL CENTRO";"Plaza Mayor, 15";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"629489967";"";"";"";"";"";"27";"-3,70189";"42,3414411";"Si";
"49/000128";"Cafetería";"2ª - 1 Taza";"CHURRERÍA FRAPER";"Calle LAS BOLAS 17";"49800";"Zamora";"Toro";"TORO";"TORO";"630869126";"";"";"sandrapc@outlook.es";"";"";"15";"";"";"";
"37/000401";"Cafetería";"2ª - 1 Taza";"EL FOGON CHARRO";"Calle Iglesia 49";"37590";"Salamanca";"Morasverdes";"MORASVERDES";"MORASVERDES";"619968005";"";"";"";"";"";"45";"";"";"Si";
"09/000254";"Cafetería / Bar";"2ª - 1 Taza";"MUNDO MAYAN";"Avenida Constitución Española 27/29";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"617257983";"";"";"";"";"";"37";"";"";"Si";
"24/000485";"Cafetería";"1ª - 2 Tazas";"DON JAIME";"Plaza REPUBLICA ARGENTINA 4";"24402";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987012274";"";"";"";"";"";"";"";"";"";
"34/000087";"Cafetería";"2ª - 1 Taza";"CAFE DE OLIMPIA";"Calle MENENDEZ PIDAL 2";"34004";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"616604667";"";"";"polancochicosl(ª)gmail.com";"";"";"60";"";"";"Si";
"37/000402";"Cafetería / Bar";"2ª - 1 Taza";"LA TORRE";"Calle LA IGLESIA 2";"37181";"Salamanca";"Pelabravo";"PELABRAVO";"PELABRAVO";"673437996";"";"";"bettiiboop209@hotmail.com";"";"";"58";"";"";"";
"09/000255";"Cafetería";"2ª - 1 Taza";"JUARREÑO ""ALTA PASTELERÍA""Gamonal""";"Calle Vitoria, 182";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947215126";"";"";"info@juarreno.com";"www.juarreno.com";"";"16";"-3,67124";"42,35163";"Si";
"37/000404";"Cafetería / Bar";"2ª - 1 Taza";"PLAZA";"Plaza MAYOR 4";"37181";"Salamanca";"Pelabravo";"PELABRAVO";"PELABRAVO";"923222002";"685827707";"";"";"";"";"102";"";"";"";
"24/000486";"Cafetería";"1ª - 2 Tazas";"MIKFE";"Calle BURGO NUEVO 4";"24001";"León";"León";"LEON";"LEON";"626156584";"";"";"";"";"";"";"";"";"";
"49/000130";"Cafetería / Bar";"2ª - 1 Taza";"CASETA BAR VIQUIELLA (CHIRINGUITO VIQUIELLA)";"Carretera RIBADELAGO PLAYA VIQUIELLA S/N";"49362";"Zamora";"Galende";"RIBADELAGO";"RIBADELAGO";"659188349";"";"";"egonzalez49361@gmail.com";"";"";"50";"";"";"";
"09/000256";"Cafetería / Bar";"2ª - 1 Taza";"VOYNICH CAFÉ";"Travesía del Mercado, 4";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947200520";"";"";"cafevoynich@gmail.com";"";"";"25";"-3,7008519";"42,3410789";"Si";
"49/000131";"Cafetería / Bar";"2ª - 1 Taza";"EL PIRATA";"Calle ODREROS 7  BJ";"49800";"Zamora";"Toro";"TORO";"TORO";"980046019";"663903902";"";"DAVID_CASTROGONZALO@HOTMAIL.COM";"";"";"";"";"";"";
"34/000088";"Cafetería";"2ª - 1 Taza";"CAFETERIA REVENGA";"Calle RAMON Y CAJAL 8";"34447";"Palencia";"Revenga de Campos";"REVENGA DE CAMPOS";"REVENGA DE CAMPOS";"979000000";"";"";"";"";"";"40";"";"";"Si";
"47/000284";"Cafetería / Bar";"2ª - 1 Taza";"CAFE Y TAPAS CAÑO ARGALES";"Plaza CAÑO ARGALES 4 A";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983488158";"";"";"";"";"";"97";"";"";"";
"09/000257";"Cafetería";"2ª - 1 Taza";"CHOCOLATERIA VALOR";"Calle Nuño Rasura 8";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947269387";"";"";"";"";"";"65";"";"";"";
"49/000133";"Cafetería / Bar";"2ª - 1 Taza";"ESPAÑA";"Calle ARRABAL 15";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"980620010";"";"";"barespanapuebla@telefonica.net";"";"";"50";"";"";"";
"09/000258";"Cafetería / Bar";"2ª - 1 Taza";"CAFETERIA ARCOBELLO";"Plaza Rey San Fernando 8";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"685535538";"";"";"";"";"";"16";"";"";"Si";
"05/000173";"Cafetería";"2ª - 1 Taza";"EL RINCÓN DE  GUASA";"Travesía DE LAS MIMBRERAS 4";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"ADRADA (LA)";"918679138";"669450939";"";"elrincondelaguasa@hotmail.com";"GUIATIETAR.COM/ELRINCONDEGUASA";"";"18";"";"";"Si";
"05/000174";"Cafetería / Bar";"2ª - 1 Taza";"CAFE PARIS";"Paseo DE RECOLETOS 35 LOC.6";"05270";"Ávila";"Tiemblo (El)";"TIEMBLO (EL)";"TIEMBLO (EL)";"665993348";"";"";"rguezaseosr@hotmail.com";"";"";"37";"";"";"";
"05/000175";"Cafetería / Bar";"2ª - 1 Taza";"HOGAR DEL PENSIONISTA";"Calle MAESTRO PATO Y CASTEL 1";"05427";"Ávila";"Higuera de las Dueñas";"HIGUERA DE LAS DUEÑAS";"HIGUERA DE LAS DUEÑAS";"699091023";"";"";"";"";"";"80";"";"";"";
"47/000285";"Cafetería";"2ª - 1 Taza";"VINTAGE";"Calle SEVERO OCHOA 10";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"610865852";"";"";"ferar@hotmail.com";"";"";"77";"";"";"Si";
"05/000176";"Cafetería / Bar";"2ª - 1 Taza";"LA VERBENA";"Calle CAÑADA 2";"05427";"Ávila";"Fresnedilla";"FRESNEDILLA";"FRESNEDILLA";"633451379";"";"";"anacorroto88@hotmail.com";"";"";"35";"";"";"";
"37/000406";"Cafetería / Bar";"2ª - 1 Taza";"LA FEA- TAPAS Y VINOS";"Plaza DEL MERCADO 8";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"722683888";"";"";"lafeagastrobarsalamanca.@gmail.com";"";"";"46";"";"";"";
"47/000287";"Cafetería";"2ª - 1 Taza";"PANADERIA LA GLORIA";"Calle CARDENAL CISNEROS 1";"47010";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983292211";"";"";"";"";"";"43";"";"";"Si";
"09/000259";"Cafetería";"2ª - 1 Taza";"TELEPIZZA";"Calle Coimbra, 2 (esquina calle Villadiego)";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947750456";"";"";"";"www.telepizza.es";"";"101";"-3,7310239";"42,3427381";"Si";
"09/000260";"Cafetería / Bar";"2ª - 1 Taza";"LAS PISCINAS";"Calle San Vicente, s/n";"09195";"Burgos";"Villagonzalo Pedernales";"VILLAGONZALO PEDERNALES";"VILLAGONZALO PEDERNALES";"947294016";"";"";"";"";"";"21";"-3,7381269";"42,3005831";"";
"49/000134";"Cafetería / Bar";"2ª - 1 Taza";"DON CHURRO Y DOÑA PORRA";"Calle PLAZA S/N";"49350";"Zamora";"Galende";"PUENTE (EL)";"PUENTE (EL)";"980620705";"639185576";"";"SANGECON@SANABRIAGESTION.ES";"";"";"24";"";"";"Si";
"49/000135";"Cafetería / Bar";"2ª - 1 Taza";"CHURRERÍA MALU";"Calle DEL MERCADO 25";"49003";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980533467";"";"";"";"";"";"58";"";"";"";
"47/000288";"Cafetería / Bar";"2ª - 1 Taza";"MARENGO";"Calle CIUDAD DE LA HABANA 7";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"634456188";"";"";"";"";"";"44";"";"";"";
"37/000407";"Cafetería / Bar";"2ª - 1 Taza";"BAR LA PLAZA";"Calle ELOY MONTERO 7";"37448";"Salamanca";"Villar de Ciervo";"VILLAR DE CIERVO";"VILLAR DE CIERVO";"676258218";"";"";"";"";"";"68";"";"";"";
"47/000289";"Cafetería / Bar";"2ª - 1 Taza";"DON PANCHO";"Plaza MAYOR 10";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"657854138";"";"";"manolocoiris@hotmail.com";"";"";"40";"";"";"Si";
"37/000408";"Cafetería / Bar";"2ª - 1 Taza";"LA PISTA";"Calle SAN SEBASTIAN 23";"37540";"Salamanca";"Fuenteguinaldo";"FUENTEGUINALDO";"FUENTEGUINALDO";"923471005";"";"";"";"";"";"";"";"";"Si";
"49/000136";"Cafetería / Bar";"2ª - 1 Taza";"LA PISCINA";"Carretera QUINTANILLA DEL MONTE S/N";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"619892369";"";"";"guillermo4915@outlook.es";"";"";"28";"";"";"Si";
"49/000137";"Cafetería / Bar";"2ª - 1 Taza";"KEBAB BENAVENTE";"Calle SANTA ROSA 5";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"640884693";"";"";"";"";"";"28";"";"";"";
"37/000409";"Cafetería";"2ª - 1 Taza";"CAFETERÍA PISCINAS CODEMIRSA";"Carretera ALBERGUERÍA 1  BAJO";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"630016179";"";"";"";"";"";"";"";"";"Si";
"37/000410";"Cafetería / Bar";"2ª - 1 Taza";"BAR PISCINAS CANTALAPIEDRA";"Carretera PEÑARANDA S/N";"37400";"Salamanca";"Cantalapiedra";"CANTALAPIEDRA";"CANTALAPIEDRA";"615056175";"";"";"";"";"";"50";"";"";"";
"49/000138";"Cafetería / Bar";"2ª - 1 Taza";"PISCINA MUNICIPAL";"Polígono POL. 501. PARCELA 591";"49180";"Zamora";"Almaraz de Duero";"ALMARAZ DE DUERO";"ALMARAZ DE DUERO";"980554024";"";"";"aytoalmaraz@yajoo.es";"";"";"12";"";"";"Si";
"37/000411";"Cafetería / Bar";"2ª - 1 Taza";"EL RECREO";"Calle CALVO SOTELO 23";"37497";"Salamanca";"Espeja";"ESPEJA";"ESPEJA";"000000000";"";"";"";"";"";"";"";"";"";
"37/000412";"Cafetería / Bar";"2ª - 1 Taza";"SALON PLAY BRACAMONTE SL";"Calle HONDA 5";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"695188679";"";"";"aserplus@aserplusconsulting";"";"";"179";"";"";"";
"24/000488";"Cafetería";"2ª - 1 Taza";"ROMA BAKERY CAFE";"Avenida ROMA 10";"24001";"León";"León";"LEON";"LEON";"987265326";"";"";"";"";"";"";"";"";"";
"37/000413";"Cafetería";"2ª - 1 Taza";"CAFETERIA PISCINAS";"Calle ERA S/N  BAJO";"37510";"Salamanca";"Sahugo (El)";"SAHUGO (EL)";"SAHUGO (EL)";"923487311";"619321098";"";"";"";"";"70";"";"";"Si";
"49/000139";"Cafetería / Bar";"2ª - 1 Taza";"EL ENCUENTRO";"Plaza Arrabal 26  bj";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"684098995";"980620705";"";"";"";"";"31";"";"";"Si";
"40/000084";"Cafetería / Bar";"2ª - 1 Taza";"LA CABAÑA";"Calle SANTO CRISTO 17";"40141";"Segovia";"Abades";"ABADES";"ABADES";"678704741";"";"";"RAMONDJ127@GMAIL.COM";"";"";"49";"";"";"Si";
"49/000140";"Cafetería / Bar";"2ª - 1 Taza";"PISCINAS MUNICIPALES";"Calle  PRADO FUENTE MINERAL 1";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"653041145";"";"";"";"";"";"5";"";"";"";
"49/000141";"Cafetería / Bar";"2ª - 1 Taza";"EL PINO";"Carretera N-525,  km. 69,200";"49325";"Zamora";"Asturianos";"ASTURIANOS";"ASTURIANOS";"980107809";"";"";"";"";"";"30";"";"";"";
"09/000262";"Cafetería / Bar";"2ª - 1 Taza";"TUBULAR";"Calle Benjamín Palencia 12 B";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"671159959";"";"";"";"";"";"56";"";"";"Si";
"47/000291";"Cafetería / Bar";"1ª - 2 Tazas";"BAMBOLA";"Plaza UNIVERSIDAD 8";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"650979530";"";"";"";"";"";"87";"";"";"";
"47/000292";"Cafetería / Bar";"2ª - 1 Taza";"CONGRESO";"Plaza DE LA IGLESIA 8";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"LAGUNA DE DUERO";"653826406";"";"";"oscareci@hotmail.com";"";"";"48";"";"";"Si";
"47/000293";"Cafetería";"2ª - 1 Taza";"HEY CHURROS";"Calle REGALADO 12";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"618782948";"";"";"";"";"";"";"";"";"Si";
"34/000089";"Cafetería / Bar";"2ª - 1 Taza";"BAR LOVER";"Calle JORGE DE VILLEGAS 3  BJ";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"647880737";"";"";"";"";"";"129";"";"";"Si";
"49/000142";"Cafetería / Bar";"2ª - 1 Taza";"COLEGIO UNIVERSITARIO";"Calle SAN TORCUATO 43";"49014";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"687406343";"";"";"sandramhe4@gmail.com";"";"";"42";"";"";"Si";
"47/000294";"Cafetería";"2ª - 1 Taza";"ENPASBE SWEET & COFFEE";"Calle CAPUCHINOS 1";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"629993227";"";"";"enpasbe@gmail.com";"";"";"30";"";"";"";
"05/000177";"Cafetería / Bar";"2ª - 1 Taza";"LA GOLOSINA";"Calle BARRANCALES 2";"05416";"Ávila";"Arenal (El)";"ARENAL (EL)";"ARENAL (EL)";"632019792";"";"";"jojo-juju@orange.fr";"";"";"";"";"";"Si";
"24/000490";"Cafetería";"2ª - 1 Taza";"MUNDO AVENTURA";"Calle POLIGONO INDUSTRIAL DE ONZONILLA 42   2";"24231";"León";"Onzonilla";"ONZONILLA";"ONZONILLA";"630394847";"";"";"";"";"";"";"";"";"";
"09/000263";"Cafetería / Bar";"2ª - 1 Taza";"HOLA FLORA";"Calle Huerto del Rey, 4";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"629123941";"";"";"";"";"";"86";"";"";"Si";
"47/000295";"Cafetería / Bar";"2ª - 1 Taza";"MÓNACO";"Calle SAN JUAN 29";"47800";"Valladolid";"Medina de Rioseco";"MEDINA DE RIOSECO";"MEDINA DE RIOSECO";"697869152";"";"";"";"";"";"48";"";"";"";
"24/000491";"Cafetería";"2ª - 1 Taza";"EL MODERNISTA CHAMPAGNERIE";"Plaza SAN MARCELO 5";"24002";"León";"León";"LEON";"LEON";"987353349";"";"";"";"";"";"";"";"";"";
"47/000296";"Cafetería / Bar";"2ª - 1 Taza";"KOKOMO KSP";"Paseo JUAN CARLOS I (ESQUINA C/ COMETA) 144";"47013";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"633587070";"";"";"ifgonzalez@mfigrupo.com";"";"";"58";"";"";"Si";
"09/000265";"Cafetería / Bar";"2ª - 1 Taza";"SALA QUINCE";"Calle Federico Olmeda, 15";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947217223";"";"";"reservas@salaquince.com";"";"";"84";"";"";"Si";
"47/000297";"Cafetería";"1ª - 2 Tazas";"DONDE JOSÉ LUIS";"Plaza ROSA CHACEL 3";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983206007";"";"";"";"";"";"75";"";"";"";
"24/000492";"Cafetería";"2ª - 1 Taza";"BABIDIBU";"Calle PADRE SANTALLA 3 BAJO";"24402";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987401407";"";"";"";"";"";"145";"";"";"";
"37/000416";"Cafetería";"2ª - 1 Taza";"LA RIBERA";"Acceso CONSTITUCION 55  BAJO";"37175";"Salamanca";"Pereña de la Ribera";"PEREÑA";"PEREÑA";"923281224";"";"";"jasullan@hotmail.com";"";"";"40";"";"";"";
"09/000266";"Cafetería";"2ª - 1 Taza";"PAPA JOHN'S";"Calle San Roque, 8";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947556987";"609850356";"";"mvaullo@pjespana.es";"";"";"24";"";"";"Si";
"47/000298";"Cafetería";"2ª - 1 Taza";"TURULECA";"Plaza JUAN PABLO II 4";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983236032";"";"";"";"";"";"38";"";"";"";
"47/000299";"Cafetería";"2ª - 1 Taza";"EL TALLER";"Calle PUENTE COLGANTE C/V CALLE GABILONDO 33";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"645690122";"";"";"eltallerpanaderia@gmail.com";"";"";"126";"";"";"";
"09/000267";"Cafetería / Bar";"1ª - 2 Tazas";"LA PISCINA";"Calle Nuestra Señora de la Asunción 15";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"653130701";"";"";"";"";"";"49";"";"";"Si";
