"N.Registro";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"05/002732";"";"MESON LA RUEDA";"AVILA, 2";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"620651735";"";"";"";"";"";"";"";"";"";
"47/002661";"";"EL PILAR";"HUERTAS 5";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"670340846";"";"";"";"";"";"";"";"";"";
"37/001225";"";"PARIS";"C/ TORO, 10";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"660472814";"";"";"";"";"";"";"";"";"";
"37/001872";"";"EVOLUCION";"SALAS POMBO, 16";"37724";"Salamanca";"Lagunilla";"LAGUNILLA";"LAGUNILLA";"000000000";"";"";"";"";"";"";"";"";"";
"47/004120";"";"EL PASO";"MARIANO GARCIA ABRIL 10";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983000000";"";"";"";"";"";"";"";"";"";
"47/003667";"";"TEMPLO";"MADRE DE DIOS 23";"47011";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983267650";"";"";"";"";"";"";"";"";"";
"24/007044";"";"BABYLON";"SANTA CRUZ 10";"24003";"León";"León";"LEON";"";"";"";"";"";"";"";"";"";"";"";
"24/005181";"";"HARLEY";"LA MAGDALENA";"24120";"León";"Soto y Amío";"CANALES-LA MAGDALENA";"";"-";"";"";"";"";"";"";"";"";"";
"24/006000";"";"COLEGIO DE MEDICOS";"Calle VILLA BENAVENTE, 5";"24002";"León";"León";"LEON";"LEON";"987208865";"";"";"";"";"";"";"";"";"";
"24/004217";"";"AROA";"JUAN XXIII 9";"24006";"León";"León";"LEON";"LEON";"";"";"";"";"";"";"";"";"";"";
"42/000279";"";"PISCINAS";"LAS PISCINAS";"42220";"Soria";"Monteagudo de las Vicarías";"MONTEAGUDO DE LAS VICARIAS";"";"975325032";"";"";"";"";"";"";"";"";"Si";
"42/000280";"";"OGHAM";"Calle NICOLAS RABAL, 3";"42003";"Soria";"Soria";"SORIA";"SORIA";"975211672";"";"";"";"";"";"97";"";"";"";
"40/000980";"";"ANI Y SANI";"Calle CUENCA 6";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"634471470";"";"";"SEVERINCHE87@GAMIL.COM";"";"";"41";"";"";"";
"49/001788";"";"RISCO";"Plaza MARINA ESPAÑOLA 35";"49016";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980111111";"";"";"bimba2@hotmail.es";"";"";"";"";"";"";
"49/002049";"";"EL PATO";"C/ LAGO DE SANABRIA, S/N";"49361";"Zamora";"Galende";"VIGO";"VIGO";"980111111";"";"";"";"";"";"12";"";"";"";
"49/001801";"";"EL CORRAL";"C/ REAL,12";"49359";"Zamora";"San Justo";"SAN CIPRIAN";"SAN CIPRIAN";"980111111";"";"";"";"";"";"";"";"";"";
"49/000768";"";"LA PLAZA";"REQUEJO, 5";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"FERMOSELLE";"980 61 30 10";"";"";"";"";"";"30";"";"";"";
"49/001785";"";"LAS VEGAS";"Calle GENERAL FRANCO, S/N";"49325";"Zamora";"Asturianos";"ASTURIANOS";"ASTURIANOS";"980111111";"";"";"";"";"";"26";"";"";"";
"49/001860";"";"LA COLOMBA";"C/ Subida a Sta Coloma, 124";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"FERMOSELLE";"665905595";"";"";"";"";"";"30";"";"";"";
"49/002169";"";"ANIBAL";"C/  Requejo, 9";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"FERMOSELLE";"690341732";"";"";"";"";"";"43";"";"";"Si";
"49/002473";"";"EL REFUGIO";"PORTAL DEL VILLAR, 27";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"FERMOSELLE";"980111111";"";"";"";"";"";"";"";"";"";
"24/003900";"";"LOS ROSALES";"C/ LOS ROSALES 1";"24195";"León";"Villaquilambre";"VILLAOBISPO DE LAS REGUERAS";"VILLAOBISPO DE LAS REGUERAS";"651520379";"";"";"virgmja-89@hotmail.com";"";"";"40";"";"";"";
"24/007057";"";"BAR HOGAR DEL PENSIONISTA";"PLAZA ANTONIO MARTINEZ";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"";"987/310534";"";"";"";"";"";"";"";"";"";
"24/000399";"";"LUSITANIA";"Calle VIRGEN DE LA VELILLA 23  BJ";"24006";"León";"León";"LEON";"LEON";"692149902";"";"";"";"";"";"";"";"";"";
"24/005924";"";"HERRERA IV";"C/ JOSE MARIA FERNANDEZ, 37";"24006";"León";"León";"LEON";"LEON";"000";"";"";"";"";"";"";"";"";"";
"47/004106";"";"2,39";"ANTONIO MACHADO, 39";"47320";"Valladolid";"Tudela de Duero";"TUDELA DE DUERO";"TUDELA DE DUERO";"983000000";"";"";"";"";"";"";"";"";"";
"34/000086";"";"CAMELOT";"ANTONIO MONEDERO, 29";"34210";"Palencia";"Dueñas";"DUEÑAS";"DUEÑAS";"633 315 630";"";"";"";"";"";"90";"";"";"";
"49/001778";"";"TABERNA LAS ANIMAS";"Calle LAS ANIMAS 13";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"675655185";"";"";"";"";"";"36";"";"";"";
"49/002344";"";"CARCAVA RAMOS";"C/ PORTAL DEL VILLAR, 33";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"FERMOSELLE";"659575662";"";"";"";"";"";"100";"";"";"";
"49/002360";"";"LA CARCEL";"C/ La Cárcel, 13";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"610872615";"";"";"";"";"";"28";"";"";"";
"47/001254";"";"EL CORTIJO";"EL POZO, PLAZA S/N";"47460";"Valladolid";"Campillo (El)";"CAMPILLO (EL)";"CAMPILLO (EL)";"983819241";"";"";"";"";"";"";"";"";"";
"49/002532";"";"ANA ISABEL";"PRESA DE ALMENDRA, S/N";"49230";"Zamora";"Villar del Buey";"CIBANAL";"CIBANAL";"980111111";"";"";"";"";"";"30";"";"";"";
"49/002558";"";"ROSA MARIA";"C/ CALZADA, S/N";"49230";"Zamora";"Villar del Buey";"CIBANAL";"CIBANAL";"980 61 99 12";"";"";"";"";"";"26";"";"";"";
"49/002576";"";"POLIDEPORTIVO";"C/ CARMEN S/N";"49325";"Zamora";"Asturianos";"ASTURIANOS";"ASTURIANOS";"980 62 60 30";"";"";"";"";"";"26";"";"";"";
"49/002669";"";"FACTORÍA";"C/ COSTANILLA, 15";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"980111111";"";"";"";"";"";"";"";"";"";
"47/003322";"";"PAELLA MÓVIL";"PELICANO 19";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983003030";"646870549";"";"";"";"";"";"";"";"Si";
"24/005247";"";"EL DORADO";"C/ CUCHILLO 14";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"";"";"";"";"";"";"";"";"";"";"";
"24/003936";"";"SAYKA";"AVDA NOCEDO 6 BAJO";"24007";"León";"León";"LEON";"LEON";"";"";"";"";"";"";"";"";"";"";
"24/004896";"";"PLAZA";"FUERO, 15";"24001";"León";"León";"LEON";"";"";"";"";"";"";"";"";"";"";"";
"34/002307";"";"BAR-QUIOSCO POLIDEPORTIVO";"POLIDEPORTIVO, 1";"34310";"Palencia";"Becerril de Campos";"BECERRIL DE CAMPOS";"BECERRIL DE CAMPOS";"979834072";"";"";"";"";"";"";"";"";"";
"49/000421";"";"GRAN BAR";"PLAZA DE LA CONSTITUCIÓN,  S/N";"49410";"Zamora";"Fuentelapeña";"FUENTELAPEÑA";"FUENTELAPEÑA";"980111111";"";"";"";"";"";"46";"";"";"";
"49/002180";"";"LA CALLEJA";"C/ ABAJO, 19";"49514";"Zamora";"Fonfría";"ARCILLERA";"ARCILLERA";"980 56 20 94";"";"";"";"";"";"16";"";"";"";
"34/002308";"";"PISCINAS";"Plaza fPLAZA FEDERICO MAYO 1";"34210";"Palencia";"Dueñas";"DUEÑAS";"DUEÑAS";"605792736";"979780424";"";"";"";"";"29";"";"";"";
"34/002309";"";"PISCINAS DE LANTADILLA";"CAMINO DEL SOTO, S/N";"34468";"Palencia";"Lantadilla";"LANTADILLA";"LANTADILLA";"979152058";"";"";"";"";"";"";"";"";"";
"09/004248";"";"URBEL";"CL/FRAY JUSTO PEREZ DE URBEL, Nº 4";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 229132";"";"";"";"";"";"20";"";"";"";
"05/002843";"";"CALABAZAS";"C/ MAYOR, 3";"05461";"Ávila";"Mijares";"MIJARES";"MIJARES";"920 385058";"647711319";"";"";"";"";"";"";"";"";
"05/003224";"";"COTITO";"PZA. LOS HERRADORES, S/N";"05220";"Ávila";"Madrigal de las Altas Torres";"MADRIGAL DE LAS ALTAS TORRES";"";"";"";"";"";"";"";"";"";"";"";
"09/004249";"";"LA PLAZUELA";"CL/MAYOR, Nº 43";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"947 590819";"";"";"";"";"";"86";"";"";"";
"40/001723";"";"CALIPSO HOOKAH- BAR";"Calle  INFANTA ISABEL, 10  SOTAN";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"685504406";"";"";"HMUÑOZ@NOVA.ES";"";"";"100";"";"";"";
"37/003706";"";"LA ERMITA";"VERGARA, 48";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"653499837";"923 250598";"";"sonia_arribes@hotmail.com";"";"";"";"";"";"";
"34/002196";"";"ALONGA";"Plaza PLAZA ESPAÑA, Nº 2";"34300";"Palencia";"Paredes de Nava";"PAREDES DE NAVA";"PAREDES DE NAVA";"979118480";"649749195";"";"alonga26@gmail.com";"";"";"88";"";"";"Si";
"09/004250";"";"LA BUHARDILLA";"MARQUES DE BERLANGA, Nº 32";"09006";"Burgos";"Burgos";"BURGOS";"";"947 228719";"";"";"";"";"";"34";"";"";"Si";
"05/003308";"";"HERMIOIL";"CTRA. NAVALUENGA, KM. 1'17";"05113";"Ávila";"Burgohondo";"BURGOHONDO";"";"920 283 274";"";"";"";"";"";"15";"";"";"";
"47/004186";"";"LIVERPOOL";"BAILEN 2";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983393280";"";"";"";"";"";"";"";"";"";
"47/004187";"";"LAS HORAS LENTAS";"VIEJO COSO, PLAZA 9";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983359313";"";"";"";"";"";"";"";"";"";
"47/003079";"";"EL ZORZAL";"ZORZAL 4";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983391809";"625314318";"";"";"";"";"";"";"";"";
"47/003535";"";"LA LUPE";"Calle FRANCISCO ZARANDONA 10";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"639578421";"649970536";"";"lalupebar@hotmail.es";"";"";"";"";"";"";
"47/003432";"";"LA BIBLIOTECA";"UNIVERSIDAD, PLAZA 7";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983295601";"";"";"";"";"";"";"";"";"";
"47/003999";"";"ESCAFANDRA";"Calle MARINA ESCOBAR 7";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983397008";"627614944";"";"";"";"";"";"";"";"";
"47/003089";"";"LA GRUTA";"ZORRILLA, PASEO 111";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983188494";"";"";"";"";"";"47";"";"";"";
"49/002010";"";"LA SIERRA";"C/ LA PLAZA, 44";"49250";"Zamora";"Villadepera";"VILLADEPERA";"VILLADEPERA";"980 61 80 33";"";"";"";"";"";"39";"";"";"";
"49/002650";"";"LA UNIÓN";"C/ FEDERICO SILVA, 9";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"980111111";"";"";"";"";"";"36";"";"";"";
"49/002438";"";"LA PLAZA";"CTRA. VILLALPANDO, 7 (URB. LOS ALMENDROS";"49023";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"658821747";"";"";"";"";"";"24";"";"";"";
"47/000669";"";"ANGEL GARCÍA";"Calle ANGEL GARCÍA 93";"47011";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"643631273";"";"";"";"";"";"";"";"";"Si";
"05/002527";"";"ENIGMA";"C/ CONDE DON RAMON, Nº 55";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"667770101";"";"";"";"";"";"";"";"";"";
"49/002672";"";"ARGUELLES";"C/ FRAY TORIBIO, 6";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"980 63 78 60";"";"";"";"";"";"30";"";"";"";
"49/002673";"";"MONCLOA";"AVDA. GRAL PRIMO DE RIVERA, 43";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"980 63 80 00";"";"";"";"";"";"52";"";"";"";
"49/002675";"";"CAFÉ BAR ANGEL";"C/ ESPIRITU SANTO, 11";"49027";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"606367263";"";"";"";"";"";"22";"";"";"Si";
"40/001727";"";"SAN FRUTOS";"C/ CERRADA, 3";"40317";"Segovia";"Sepúlveda";"VILLASECA";"VILLASECA";"921121650";"";"";"";"";"";"34";"";"";"";
"34/002140";"";"EL PORTAL";"PLAZA VIEJA, 11";"34111";"Palencia";"Pino del Río";"PINO DEL RIO";"";"979894839";"";"";"";"";"";"26";"";"";"";
"47/002288";"";"PARAMILLO";"VILLABAÑEZ 147";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983210792";"";"";"";"";"";"";"";"";"";
"47/002642";"";"CALAVERAS Y DIABLITOS";"Calle RAMÓN NUÑEZ 1";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"650609809";"";"";"";"";"";"96";"";"";"";
"47/004188";"";"EL TRASTERO";"MOLINO 2";"47420";"Valladolid";"Íscar";"ISCAR";"ISCAR";"983612161";"";"";"";"";"";"62";"";"";"";
"09/004253";"";"LAS ESCUELAS";"C/ LLANILLOS, Nº 1";"09453";"Burgos";"Santa María del Mercadillo";"SANTA MARIA DE MERCADILLO";"";"947 528871";"";"";"";"";"";"40";"";"";"";
"37/004458";"";"LAS PALMERAS";"PASEO CARMELITAS, 85";"37002";"Salamanca";"Salamanca";"SALAMANCA";"";"";"";"";"";"";"";"";"";"";"";
"37/002611";"";"CENTRAL PORK";"TRAVESIA PLAZA MAYOR,4";"37770";"Salamanca";"Guijuelo";"GUIJUELO";"GUIJUELO";"";"";"";"";"";"";"";"";"";"";
"37/001073";"";"LUZ & VIDA";"Paseo CANALEJAS 182";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"665472107";"";"";"silvia-ci@hotmail.com";"";"";"";"";"";"Si";
"09/004251";"";"CASABARRIA";"CL/GONZALO ARENAL, 1";"09260";"Burgos";"Pradoluengo";"PRADOLUENGO";"PRADOLUENGO";"947 586711";"";"";"";"";"";"22";"";"";"";
"47/004190";"";"CHURRERÍA CAROLINA 2";"ZORRILLA, PASEO 368, BAJO";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"669496024";"";"";"";"";"";"44";"";"";"";
"47/004189";"";"GIOVANETTO";"LEÓN, AVDA 10";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983796786";"";"";"";"";"";"72";"";"";"";
"47/001959";"";"LA ANTIGUA CERVECERÍA";"ARZOBISPO GANDASEGUI, 5";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983305439";"";"";"";"";"";"";"";"";"";
"47/003348";"";"ABSTRACTO";"CONDE DE RIBADEO 3";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983259462";"";"";"";"";"";"";"";"";"";
"37/003222";"";"CHIRINGUITO EL PARQUE";"PARQUE MUNICIPAL";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"";"";"";"";"";"";"";"";"";"";
"37/004391";"";"EL CHARRITO";"LARGA,14";"37798";"Salamanca";"Monterrubio de Armuña";"MONTERRUBIO DE ARMUÑA";"MONTERRUBIO DE ARMUÑA";"658883814";"";"";"";"";"";"";"";"";"";
"24/007324";"";"COCA";"C/ LOS ROBLES, 13";"24154";"León";"Vegas del Condado";"VILLANUEVA DEL CONDADO";"";"987/340108";"";"";"";"";"";"";"";"";"";
"24/007236";"";"EL SAUCE";"C/ EL SAUCE, 3";"24195";"León";"Villaquilambre";"VILLAMOROS DE LAS REGUERAS";"VILLAMOROS DE LAS REGUERAS";"987875919";"987875919";"";"";"";"";"";"";"";"";
"24/005235";"";"AGUSTIN";"C/ ANTONIO MACHADO, 11";"24195";"León";"Villaquilambre";"VILLAOBISPO DE LAS REGUERAS";"VILLAOBISPO DE LAS REGUERAS";"679408132";"";"";"";"";"";"";"";"";"";
"24/000271";"";"ALPINA";"C/ SAN GIL, 6";"24006";"León";"León";"LEON";"LEON";"987177071";"";"";"";"";"";"";"";"";"";
"24/005554";"";"ALAMEDA";"AVDA. PADRE ISLA, 117";"24008";"León";"León";"LEON";"LEON";"630676606";"";"";"";"";"";"";"";"";"";
"24/005105";"";"LA PLAYA";"C/ DOÑA URRACA, 28";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987 / 807744";"";"";"";"";"";"";"";"";"";
"24/004840";"";"VILLAMAR";"AVDA ASTURIAS, 12";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"";"";"";"";"";"";"";"";"";"";"";
"24/004719";"";"LA CLAVE";"ALFONSO IX, 4";"24004";"León";"León";"LEON";"LEON";"629219274";"";"";"";"";"";"";"";"";"";
"24/000888";"";"MALLORCA";"PARROCO PABLO DIEZ 261";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987 / 804003";"";"";"";"";"";"";"";"";"";
"37/002993";"";"RINCON PORTUGUES";"AYALA,17";"37004";"Salamanca";"Salamanca";"SALAMANCA";"";"923/243837";"";"";"";"";"";"";"";"";"";
"42/000282";"";"AZOR";"C/. REAL, 18";"42193";"Soria";"Calatañazor";"CALATAÑAZOR";"";"975183232";"";"";"";"";"";"45";"";"";"";
"47/004191";"";"LA FUENTONA";"REAL 84";"47155";"Valladolid";"Santovenia de Pisuerga";"SANTOVENIA DE PISUERGA";"SANTOVENIA DE PISUERGA";"983400181";"";"";"";"";"";"77";"";"";"";
"47/001528";"";"LA ESGUEVA";"SANTA LUCÍA 16";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"657543831";"";"";"l.a.corro55@gmail.com";"";"";"";"";"";"";
"47/002569";"";"SOFOKE KM 21";"VEINTE METROS 21";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"651080698";"";"";"";"";"";"";"";"";"";
"37/002499";"";"EL BOLETO NEGRO";"WENCES MORENO,21";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"646699313";"";"";"LucySanse46@hotmail.com";"";"";"51";"";"";"";
"37/001194";"";"PACO";"CALZADA REAL,12";"37400";"Salamanca";"Cantalapiedra";"CANTALAPIEDRA";"";"923/ 53.00.00";"";"";"";"";"";"";"";"";"";
"37/004211";"";"CATEDRA";"ABAJO,14";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"908/287303";"";"";"";"";"";"";"";"";"";
"24/005572";"";"BAR PEDREÑA";"C/SAN PELAYO, 2";"24994";"León";"Acebedo";"LIEGOS";"LIEGOS";"987742230";"";"";"";"";"";"";"";"";"";
"24/003235";"";"CARACAS";"Calle LAS VIOLETAS 3";"24401";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987425771";"";"";"consultoresbierzo@consultoresbierzo.com";"";"";"";"";"";"";
"24/005225";"";"BRAMI";"AZORIN, 6 (ESQUINA CARDENAL CISNEROS 7)";"24009";"León";"León";"LEON";"LEON";"987090928";"";"";"";"";"";"";"";"";"";
"37/004032";"";"BAR NUEVA ZELANDA";"Calle NUEVA ZELANDA 1";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"650902112";"";"";"LIMSERMAN12@GMAIL.COM";"";"";"50";"";"";"Si";
"47/004193";"";"LUFFY";"DOCE DE OCTUBRE 18";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"649859540";"";"";"";"";"";"";"";"";"";
"37/001331";"";"EL PORVENIR";"GRAN VIA,11";"37448";"Salamanca";"Calzada de Don Diego";"CALZADA DE DON DIEGO";"CALZADA DE DON DIEGO";"923/342045";"";"";"";"";"";"";"";"";"";
"37/003766";"";"DONDE SIEMPRE";"Calle ACACIAS 2  BJº";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"635672405";"";"";"";"";"";"";"";"";"";
"37/003574";"";"LOS MIL Y UN PINCHOS";"RIO GUALDALQUIVIR, 2-4";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923617702";"";"";"";"";"";"";"";"";"";
"37/003256";"";"AZUL";"JESUS SANCHEZ TERAN,12";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"";"923/480624";"";"";"";"";"";"";"";"";"";
"49/000331";"";"SEVILLANO";"C/ SEGOVIA, 4";"49151";"Zamora";"Casaseca de las Chanas";"CASASECA DE LAS CHANAS";"CASASECA DE LAS CHANAS";"980 57 76 49";"";"";"";"";"";"31";"";"";"";
"49/000373";"";"EL CASINO";"Calle EL CAÑO 19";"49152";"Zamora";"Sanzoles";"SANZOLES";"SANZOLES";"980575049";"635503456";"";"flovagarma@hotmail.com";"";"";"20";"";"";"";
"49/000393";"";"YE - YE";"C/ CALVO SOTELO, 14";"49151";"Zamora";"Casaseca de las Chanas";"CASASECA DE LAS CHANAS";"CASASECA DE LAS CHANAS";"980 57 76 81";"";"";"";"";"";"32";"";"";"";
"37/003522";"";"TAL CUAL";"AVD. PORTUGAL,8";"37554";"Salamanca";"Alamedilla (La)";"ALAMEDILLA (LA)";"ALAMEDILLA (LA)";"";"";"";"";"";"";"";"";"";"";
"49/001052";"";"ANGEL";"Calle La Plaza 3";"49177";"Zamora";"Moral de Sayago";"MORAL DE SAYAGO";"MORAL DE SAYAGO";"693619363";"";"";"";"";"";"17";"";"";"";
"49/001089";"";"LA PLAZA";"C/ LA FUENTE, S/N.";"49180";"Zamora";"Almaraz de Duero";"ALMARAZ DE DUERO";"ALMARAZ DE DUERO";"980554000";"";"";"";"";"";"22";"";"";"Si";
"49/001118";"";"ISI";"C/ LA PLAZA, 6";"49177";"Zamora";"Moraleja de Sayago";"MORALEJA DE SAYAGO";"MORALEJA DE SAYAGO";"980 61 72 75";"";"";"";"";"";"24";"";"";"";
"49/000872";"";"RAFAEL";"C/ ZAMORA, 46";"49178";"Zamora";"Peñausende";"PEÑAUSENDE";"PEÑAUSENDE";"980 57 70 89";"";"";"";"";"";"21";"";"";"";
"40/001728";"";"PUENTE DE HIERRO";"Carretera VILLACASTÍN 35";"40006";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420498";"";"";"MESONPUENTEHIERRO@GMAIL.COM";"";"";"42";"";"";"";
"37/001148";"";"NILO";"AVD. CENTRAL,2";"37478";"Salamanca";"Alba de Yeltes";"ALBA DE YELTES";"";"";"";"";"";"";"";"";"";"";"";
"37/001494";"";"EL RINCON DE SEBAS";"SAN BUENAVENTURA,2";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923/219035";"";"";"";"";"";"";"";"";"";
"49/001223";"";"LOS SAUCES";"Calle CANTRAVIESA 10";"49720";"Zamora";"Perdigón (El)";"PERDIGON (EL)";"PERDIGON (EL)";"980576088";"630234920";"";"barlossauces1@hotmail.com";"";"";"32";"";"";"";
"37/000897";"";"LISBOA";"ISAAC PERAL,2";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"";"";"";"";"";"";"";"";"";"";
"49/001312";"";"CENTRO MUSICAL";"C/ SAN SEBASTIAN, 9";"49160";"Zamora";"Carbajales de Alba";"CARBAJALES DE ALBA";"CARBAJALES DE ALBA";"980 58 51 40";"";"";"";"";"";"20";"";"";"";
"49/001324";"";"SALVATORE";"PLAZA CASTILLA Y LEÓN";"49014";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980 53 09 30";"";"";"";"";"";"70";"";"";"";
"37/004447";"";"CICLON";"JUAN DE VILLORIA, 6-10";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"000000000";"";"";"";"";"";"";"";"";"";
"37/001813";"";"MESON SIERRA DE FRANCIA";"AVD/ALFONSO VI, 12-16";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923/241064";"";"";"";"";"";"";"";"";"";
"09/004254";"";"GUIOMAR";"CL/GUIOMAR FERNANDEZ, 4";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"637124942";"";"";"";"";"";"27";"";"";"";
"24/003898";"";"LA BODEGUILLA";"LEON MARTIN GRANIZO, 7 , BAJO";"24005";"León";"León";"LEON";"LEON";"987253451";"";"";"";"";"";"";"";"";"";
"49/001573";"";"M-82";"PLAZA DE LA LAGUNA, 1";"49159";"Zamora";"Villaralbo";"VILLARALBO";"VILLARALBO";"980539971";"633744264";"";"";"";"";"29";"";"";"";
"49/002578";"";"LA REVUELTA";"C/ Obispo Acuña, 25";"49017";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"697685592";"";"";"";"";"";"16";"";"";"";
"49/002678";"";"PACO";"C/ HERREROS";"49200";"Zamora";"Bermillo de Sayago";"BERMILLO DE SAYAGO";"BERMILLO DE SAYAGO";"980 61 00 11";"";"";"";"";"";"58";"";"";"";
"49/001180";"";"TURIS";"PLAZA MAYOR, 2";"49177";"Zamora";"Moraleja de Sayago";"MORALEJA DE SAYAGO";"MORALEJA DE SAYAGO";"980111111";"";"";"";"";"";"24";"";"";"";
"37/002341";"";"CRI-SA";"PLAZA MAYOR, S/N";"37216";"Salamanca";"Cipérez";"CIPEREZ";"CIPEREZ";"923/518149";"";"";"";"";"";"";"";"";"";
"42/000283";"";"CORNER";"MORALES CONTRERAS, 15";"42003";"Soria";"Soria";"SORIA";"SORIA";"975246678";"";"";"";"";"";"30";"";"";"";
"49/002680";"";"PERI";"C/ VALDEPOYO, S/N";"49181";"Zamora";"Villaseco del Pan";"VILLASECO DEL PAN";"VILLASECO DEL PAN";"980 55 32 48";"";"";"";"";"";"30";"";"";"";
"49/002681";"";"NUEVO MILENIO";"C/ EL SOL, 2";"49820";"Zamora";"Villabuena del Puente";"VILLABUENA DEL PUENTE";"VILLABUENA DEL PUENTE";"980111111";"";"";"";"";"";"34";"";"";"";
"49/002679";"";"BAMBARA";"C/ EZEQUIEL ELENO, 19";"49200";"Zamora";"Bermillo de Sayago";"BERMILLO DE SAYAGO";"BERMILLO DE SAYAGO";"980 61 03 07";"";"";"";"";"";"30";"";"";"";
"49/002677";"";"ESTACIÓN DE SERVICIO ALFA";"C/ TRAVIESA, 1 - 2º A";"49003";"Zamora";"Pereruela";"PERERUELA";"PERERUELA";"980 551 198";"";"";"";"";"";"22";"";"";"";
"49/002676";"";"AULA";"C/ Argentina, 6";"49030";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"656913640";"";"";"";"";"";"38";"";"";"Si";
