"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"49/000664";"Restaurante / Bar";"4ª - 1 Tenedor";"";"HOTEL RURAL SANTA CRUZ";"Calle PRINCIPAL 10";"49593";"Zamora";"Manzanal de Arriba";"SANTA CRUZ DE LOS CUERRAGOS";"SANTA CRUZ DE LOS CUERRAGOS";"980561160";"619850010";"";"info@loscuerragos.com";"";"";"18";"";"";"Si";
"37/001054";"Restaurante / Bar";"4ª - 1 Tenedor";"";"NUEVO";"Calle LARGA 6  BJº";"37521";"Salamanca";"Robleda";"ROBLEDA";"ROBLEDA";"628059364";"";"";"";"";"";"115";"";"";"Si";
"24/001627";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASINO LA TERTULIA DE PONFERRADA";"Calle EL RELOJ 12";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"693401572";"";"";"";"";"";"";"";"";"";
"37/001055";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL CORRALON DE PERAHUY";"Plaza DE PERAHUY 11";"37449";"Salamanca";"Galindo y Perahuy";"GALINDO Y PERAHUY";"GALINDO Y PERAHUY";"923080892";"";"";"elcorralondeperahuy@hotmail.es";"";"";"88";"-5,863956";"40,940442";"Si";
"09/001106";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TRÉBEDE";"Plaza Santo Domingo, 15";"09450";"Burgos";"Caleruega";"CALERUEGA";"CALERUEGA";"947534474";"";"";"martapp81@gmail.com";"";"";"45";"-3,486694";"41,825245";"";
"09/001107";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"LA HUELLA DEL CAMINO";"Calle Mayor, 49";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"677811847";"";"";"albergueasantiago@hotmail.com";"";"";"56";"-3,1891667";"42,4208333";"Si";
"37/001057";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BAR 79";"Calle HORNO 2";"37871";"Salamanca";"Pedrosillo de Alba";"PEDROSILLO DE ALBA";"PEDROSILLO DE ALBA";"691220004";"";"";"";"";"";"79";"";"";"";
"24/001628";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CANTINA TIO JUAREZ";"Calle ALCON 8";"24402";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987648607";"";"";"";"";"";"";"";"";"Si";
"47/001164";"Restaurante / Bar";"3ª - 2 Tenedores";"9#Mesón#|";"EL HARREÑAL";"Calle ARROYO BRUÑIL 1";"47851";"Valladolid";"San Pedro de Latarce";"SAN PEDRO DE LATARCE";"SAN PEDRO DE LATARCE";"983723102";"";"";"";"";"";"";"";"";"Si";
"09/001108";"Restaurante";"2ª - 3 Tenedores";"8#Asador#|";"FINCA SANTA ROSALÍA";"Finca  Santa Rosalía, s/n";"09117";"Burgos";"Revilla Vallejera";"VIZMALO";"VIZMALO";"947561976";"616914346";"";"reservas@fincasantarosalia.com";"www.fincasantarosalia.com";"";"314";"-4,0925";"42,1627778";"Si";
"24/001629";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"VIRGEN BLANCA";"Calle ALTOS DE NAVA S/N";"24071";"León";"León";"LEON";"LEON";"932289555";"";"";"";"";"";"";"";"";"";
"09/001109";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA CAJA";"Calle Serramagna 3";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947043484";"";"";"";"";"";"55";"-3,716044";"42,342041";"Si";
"24/001630";"Restaurante / Bar";"4ª - 1 Tenedor";"";"VENTA LA GRIEGA";"Calle REAL 3";"24273";"León";"Cimanes del Tejar";"VILLARROQUEL";"VILLARROQUEL";"667667583";"";"";"";"";"";"";"";"";"";
"34/000514";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA CERVE";"Calle SANTA MARIA 1";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"663421883";"";"";"";"";"";"";"";"";"Si";
"37/001058";"Restaurante / Bar";"3ª - 2 Tenedores";"8#Asador#|";"TIA MARIA";"Plaza CARDENAL MARTÍN HERRERA 7";"37250";"Salamanca";"Aldeadávila de la Ribera";"ALDEADAVILA DE LA RIBERA";"ALDEADAVILA DE LA RIBERA";"923505182";"689189160";"";"compras@ejosmar.es";"";"";"";"";"";"Si";
"24/001631";"Restaurante";"2ª - 3 Tenedores";"";"SIBUYA BIERZO";"Plaza TIERNO GALVAN 1  BA";"24401";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"669707644";"";"";"";"";"";"";"";"";"Si";
"40/000729";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA FAROLA";"Calle REAL 12";"40173";"Segovia";"Pedraza";"VELILLA (LA)";"VELILLA (LA)";"651990554";"";"";"VICKYBARSG@GMAIL.COM";"";"";"68";"";"";"";
"37/001059";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PLAZA";"Plaza MAYOR 4  BJº";"37470";"Salamanca";"Sancti-Spíritus";"SANCTI-SPIRITUS";"SANCTI-SPIRITUS";"659224061";"";"";"";"";"";"60";"";"";"Si";
"49/000665";"Restaurante / Bar";"3ª - 2 Tenedores";"9#Mesón#|";"LA COLEGIATA";"Plaza COLEGIATA 12";"49800";"Zamora";"Toro";"TORO";"TORO";"980693369";"666415140";"";"";"";"";"104";"";"";"Si";
"05/000767";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CENTRO DE DIA SAN JUAN DE LA NAVA";"Calle DALI 8";"05111";"Ávila";"San Juan de la Nava";"SAN JUAN DE LA NAVA";"SAN JUAN DE LA NAVA";"676439588";"";"";"";"";"";"78";"";"";"Si";
"40/000730";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA FUNDICIÓN RESTAURANTE";"Plaza CALANDRIA 1";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921472406";"";"";"LAFUNDICIONRESTAURANTE@GMAIL.COM";"";"";"99";"";"";"";
"40/000731";"Restaurante / Bar";"2ª - 3 Tenedores";"";"LOS JARDINES DE LA BRASERÍA";"Calle CALZADA S/N";"40410";"Segovia";"Espinar (El)";"SAN RAFAEL";"SAN RAFAEL";"921171790";"649841133";"";"direccion@lacasonasanrafael.com";"WWW.LOSJARDINESDELABRASERIA.COM";"";"57";"";"";"";
"05/000768";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA DEHESA";"Calle LA DEHESA 19";"05460";"Ávila";"Gavilanes";"GAVILANES";"GAVILANES";"642177610";"";"";"";"";"";"43";"";"";"Si";
"24/001632";"Restaurante / Bar";"4ª - 1 Tenedor";"";"RESTAURANTE CAMINO DE LA CEPEDA";"Calle BENAVIDES 8";"24712";"León";"Villamejil";"COGORDEROS";"COGORDEROS";"639786240";"";"";"";"";"";"34";"";"";"";
"05/000769";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"THE HAPENNY BRIDGE IRISH PUB 3.0";"Calle EDUARDO MARQUINA, 27";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920048271";"";"";"CHECHEAL@LIVE.COM";"WWW.IRISHPUB.COM";"";"79";"";"";"Si";
"47/001165";"Restaurante / Bar";"3ª - 2 Tenedores";"8#Asador#|";"COSTA DEL PIÑON";"Calle CANAL 6";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983106167";"";"";"info@costadelpinon.es";"";"";"70";"";"";"Si";
"24/001633";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BAR RESTAURANTE BESANDE";"Carretera DE BESANDE 23  BAJO";"24911";"León";"Boca de Huérgano";"BESANDE";"BESANDE";"987687426";"";"";"";"";"";"";"";"";"";
"47/001166";"Restaurante / Bar";"4ª - 1 Tenedor";"";"VABLES";"Calle PÉREZ GALDÓS 10";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"667501821";"";"";"";"";"";"52";"";"";"";
"34/000515";"Restaurante / Cafetería";"2ª - 3 Tenedores";"";"MISI";"Calle CALLEJA 21";"34800";"Palencia";"Aguilar de Campoo";"AGUILAR DE CAMPOO";"AGUILAR DE CAMPOO";"689498504";"";"";"";"";"";"";"";"";"Si";
"09/001110";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA CANTINA VINOS Y VIANDAS";"Calle Arco del Pilar, 10";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947656454";"";"";"contacto@lacantinaburgos.com";"";"";"59";"-3,702239";"42,343102";"Si";
"05/000770";"Restaurante";"3ª - 2 Tenedores";"9#Mesón#|";"DON BURGUILLO";"Carretera NACIONAL 403, KM. 96";"05270";"Ávila";"Tiemblo (El)";"TIEMBLO (EL)";"TIEMBLO (EL)";"659398384";"";"";"";"";"";"112";"-4,534444";"40,4225";"";
"24/001634";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA ABADÍA CASA DE COMIDAS";"Calle CARRETERA KM12";"24160";"León";"Gradefes";"MELLANZOS";"MELLANZOS";"660276897";"";"";"";"";"";"";"";"";"";
"24/001635";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL RELOJ";"Calle SIERRA PAMBLEY ESQUINA PLAZA DE LA REGLA 1";"24001";"León";"León";"LEON";"LEON";"690805809";"";"";"";"";"";"";"";"";"";
"24/001636";"Restaurante / Bar";"3ª - 2 Tenedores";"9#Mesón#|";"CASA YULIA";"Calle JOSE ALNDEIRA 1";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"987549425";"";"";"";"";"";"";"";"";"";
"09/001111";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA TABLA DE CIGÜENZA";"Calle San Lorenzo, s/n";"09556";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"CIGUENZA";"CIGUENZA";"947131594";"";"";"latabla@latabla.net";"";"";"75";"-3,599276";"42,941555";"";
"49/000666";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"LA TOSTA SANABRESA";"Carretera BARRIO 7";"49350";"Zamora";"Galende";"PUENTE (EL)";"PUENTE (EL)";"980628345";"666735894";"";"m.gonzalezp@hotmail.es";"";"";"26";"";"";"";
"37/001060";"Restaurante / Bar";"4ª - 1 Tenedor";"12#Gastrobar#|";"EL BARDAL - RESTAURANTE GASTROBAR";"Calle SALAMANCA 26  Bº";"37336";"Salamanca";"Huerta";"HUERTA";"HUERTA";"636525452";"";"";"ramahean@gmail.com";"";"";"";"";"";"";
"42/000454";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CASTRO-MORO";"Calle PUERTA DE CASTILLA 2";"42330";"Soria";"San Esteban de Gormaz";"SAN ESTEBAN DE GORMAZ";"SAN ESTEBAN DE GORMAZ";"722715860";"";"";"luciacasadoparraga@gmail.com";"";"";"35";"";"";"";
"47/001167";"Restaurante";"3ª - 2 Tenedores";"";"LOS FOGONES DE J";"Plaza FUENTE DORADA 9";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983371453";"";"";"";"";"";"41";"";"";"";
"34/000516";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BURGALES";"Calle BARRIO Y MIER 23";"34800";"Palencia";"Aguilar de Campoo";"AGUILAR DE CAMPOO";"AGUILAR DE CAMPOO";"979000000";"";"";"";"";"";"81";"";"";"Si";
"37/001061";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LUCANUS";"Calle PAZ 8  BAJO";"37542";"Salamanca";"Navasfrías";"NAVASFRIAS";"NAVASFRIAS";"615760413";"";"";"";"";"";"";"";"";"Si";
"47/001168";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"TOSCANA";"Paseo ZORRILLA 191  LOCAL 1 B";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"617330036";"";"";"pizzeriatoscana@gmail.com";"";"";"40";"";"";"";
"37/001062";"Restaurante";"3ª - 2 Tenedores";"";"EL CAMPITO";"Calle LA VEGA 3";"37659";"Salamanca";"San Martín del Castañar";"SAN MARTIN DEL CASTAÑAR";"SAN MARTIN DEL CASTAÑAR";"688602396";"";"";"";"";"";"23";"";"";"";
"09/001112";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL LANZÓN";"Calle del Castillo, 53";"09220";"Burgos";"Pampliega";"PAMPLIEGA";"PAMPLIEGA";"646215911";"";"";"raultb@gmail.com";"";"";"17";"-3,98601";"42,20598";"";
"09/001113";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"LA PLATA";"Calle Severo Ochoa, 1";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947227545";"643180275";"";"";"";"";"70";"-3,67555";"42,3538089";"Si";
"34/000517";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"LA PARADA";"Calle SAN ROQUE 22";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979870724";"";"";"";"";"";"40";"";"";"Si";
"24/001638";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA ANTIGUA ESCUELA";"Calle VALDESPINO S/N";"24375";"León";"Igüeña";"POBLADURA DE LAS REGUERAS";"POBLADURA DE LAS REGUERAS";"639375053";"";"";"";"";"";"90";"";"";"";
"47/001169";"Restaurante / Bar";"3ª - 2 Tenedores";"";"THE GRADIENT";"Plaza PONIENTE 1";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"696352749";"";"";"";"";"";"77";"";"";"";
"49/000667";"Restaurante";"2ª - 3 Tenedores";"";"EL TEJO";"Calle SAN BERNARDO 11";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"980620767";"";"";"hoteltreixas@hotmail.com";"restaurantepuebladesanabria.com";"";"22";"";"";"Si";
"47/001170";"Restaurante";"4ª - 1 Tenedor";"";"BURGER KING";"Calle ROBLE 2B";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"LAGUNA DE DUERO";"676086769";"";"";"";"";"";"89";"";"";"Si";
"47/001171";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PISA MORENA";"Paseo HOSPITAL MILITAR 37  BAJO A";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983072959";"";"";"";"";"";"46";"";"";"Si";
"42/000455";"Restaurante / Bar";"3ª - 2 Tenedores";"8#Asador#|";"AVENTURA URBION";"Carretera CASTROVIEJO S/N";"42158";"Soria";"Duruelo de la Sierra";"DURUELO DE LA SIERRA";"DURUELO DE LA SIERRA";"975371250";"";"";"";"";"";"67";"";"";"Si";
"05/000771";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CAMPING LA ELIZA";"Calle ÁVILA 13";"05490";"Ávila";"Lanzahíta";"LANZAHITA";"LANZAHITA";"619690735";"";"";"info@campinglaeliza.com";"www.campinglaeliza.com";"";"";"";"";"";
"24/001639";"Restaurante / Bar";"2ª - 3 Tenedores";"";"PICO PICO";"Calle RUA 30";"24003";"León";"León";"LEON";"LEON";"722101421";"";"";"RESTAURANTEPICOLEON@GMAIL.COM";"";"";"167";"";"";"";
"34/000518";"Restaurante";"4ª - 1 Tenedor";"";"LAS ENCINAS";"Calle MAYOR 12";"34849";"Palencia";"Pernía (La)";"SANTA MARIA DE REDONDO";"SANTA MARIA DE REDONDO";"979879062";"";"";"socoretama@gmail.com";"www.lasencinashotel.com";"";"30";"";"";"Si";
"40/000732";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASA COMIDAS RINTHIN";"Calle COLONIA ESPERANZA 9";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921470875";"615495672";"";"RINTHINTIN1968@GMAIL.COM";"";"";"88";"";"";"Si";
"24/001640";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOS PAYUELOS";"Calle FRAY PEDRO DEL BURGO 66";"24343";"León";"Burgo Ranero (El)";"BURGO RANERO (EL)";"BURGO RANERO (EL)";"987350470";"";"";"";"";"";"";"";"";"";
"47/001172";"Restaurante";"4ª - 1 Tenedor";"";"BARRA BURRITO FRESK MEXICAN FOOD";"Calle ME FALTA UN TORNILLO (C.C. RIO SHOPPING) 3  K 09";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983340604";"674098305";"629801413";"lucas@grupomoga.com";"";"";"";"";"";"";
"47/001173";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"PANCON";"Calle ME FALTA UN TORNILLO (C.C. RIO SHOPPING) 3  K 02";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983340604";"654099662";"629801413";"lucas@grupomoga.com";"";"";"";"";"";"";
"49/000668";"Restaurante";"4ª - 1 Tenedor";"";"BURGER KING ARENAL";"Calle VILLALPANDO 21";"49023";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"722890384";"";"";"laboral@tartagal.es";"";"";"151";"";"";"Si";
"24/001641";"Restaurante";"2ª - 3 Tenedores";"8#Asador#|";"PAGUS";"Calle VILLABENAVENTE 16";"24003";"León";"León";"LEON";"LEON";"987036656";"";"";"";"";"";"";"";"";"Si";
"49/000670";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"RESTAURANTE PUERTO DEPORTIVO DE RICOBAYO";"Calle FLUVIAL DE RICOBAYO S/N";"49165";"Zamora";"Muelas del Pan";"RICOBAYO DE ALBA";"RICOBAYO DE ALBA";"695958444";"";"";"";"";"";"148";"";"";"Si";
"42/000456";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL FORO";"Plaza MAYOR 14";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"669412728";"";"";"elforomedinaceli@gmail.com";"";"";"41";"";"";"";
"09/001115";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"SIDRERIA LAS MANZANAS";"Calle Vitoria, 2 - Polígono Navas";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"947147092";"";"";"";"";"";"31";"";"";"Si";
"40/000733";"Restaurante / Bar";"4ª - 1 Tenedor";"";"DE FRUTOS";"Calle REAL 3";"40421";"Segovia";"Ortigosa del Monte";"ORTIGOSA DEL MONTE";"ORTIGOSA DEL MONTE";"656975428";"";"";"";"";"";"90";"";"";"";
"47/001174";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA EXCUSA";"Calle RABIL 2";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"619406296";"983212391";"";"japond@infonegocio.com";"";"";"66";"";"";"";
"24/001642";"Restaurante / Bar";"4ª - 1 Tenedor";"";"HAMBURTILLA";"Calle BOULEVARD JUAN CARLOS I (LA ROSALEDA) LOCAL 6 4";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"691424095";"";"";"";"";"";"";"";"";"";
"47/001175";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"ALQUIMIA";"Calle ANTIGUA 6";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"687089162";"678525374";"";"delios2006@hotmail.com";"";"";"92";"";"";"";
"49/000671";"Restaurante / Bar";"3ª - 2 Tenedores";"12#Gastrobar#|";"REJADORADA";"Calle REJADORADA 11";"49800";"Zamora";"Toro";"TORO";"TORO";"980694987";"";"";"restaurante@palaciorejadorada.com";"restaurante.palaciorejadorada.com";"";"72";"";"";"Si";
"09/001116";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CAMINO SANTOVENIA";"Plaza Mayor, 1";"09199";"Burgos";"Arlanzón";"SANTOVENIA DE OCA";"SANTOVENIA DE OCA";"650733150";"";"";"";"";"";"25";"-3,46134";"42,35682";"";
"05/000772";"Restaurante";"4ª - 1 Tenedor";"";"LA CASITA";"Calle CAÑUELO 4";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"689084024";"";"";"Aureo8861jd@gmail.com";"";"";"";"";"";"";
"49/000672";"Restaurante / Bar";"4ª - 1 Tenedor";"";"WILDOR";"Calle FRAY TORIBIO DE MOTOLIMIA 16";"49011";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980983854";"";"";"wildor50@hotmail.com";"";"";"32";"";"";"Si";
"47/001176";"Restaurante";"4ª - 1 Tenedor";"";"EH VOILA";"Calle MARQUES DEL DUERO 7";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"609274128";"";"";"";"";"";"76";"";"";"Si";
"24/001643";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA SOMOZA";"Calle ESCALERILLA 3";"24003";"León";"León";"LEON";"LEON";"630407964";"";"";"";"";"";"";"";"";"";
"05/000773";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA CASA";"Calle TIETAR 52";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"SOTILLO DE LA ADRADA";"918660801";"618783475";"";"";"";"";"147";"-4,5995954";"40,2988141";"Si";
"42/000457";"Restaurante";"4ª - 1 Tenedor";"";"LA GALLEGA";"Calle CAMPO LAVADERO 2";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"669383098";"";"";"";"";"";"20";"";"";"";
"24/001644";"Restaurante";"4ª - 1 Tenedor";"";"CLASSIC";"Avenida GALICIA 85  BAJO";"24404";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987426453";"";"";"";"";"";"94";"";"";"";
"37/001064";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL  BAR DE ALVARO";"Camino ZARAPICOS S/N";"37115";"Salamanca";"Almenara de Tormes";"ALMENARA DE TORMES";"ALMENARA DE TORMES";"679339912";"923222002";"";"";"";"";"";"";"";"";
"49/000673";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ARGUSINO";"Plaza MAYOR 4";"49240";"Zamora";"Villar del Buey";"VILLAR DEL BUEY";"VILLAR DEL BUEY";"980619241";"";"";"";"";"";"28";"";"";"Si";
"34/000519";"Restaurante";"4ª - 1 Tenedor";"";"RESTAURANTE LA CASONA";"Calle MATÍAS BARRIO Y MIER 43";"34800";"Palencia";"Aguilar de Campoo";"AGUILAR DE CAMPOO";"AGUILAR DE CAMPOO";"979125392";"";"";"";"";"";"70";"";"";"";
"49/000674";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MERENDERO ASTURIAS";"Calle MARI PAZ ORTEGA 5-7";"49700";"Zamora";"Corrales del Vino";"CORRALES";"CORRALES";"691210984";"";"";"";"";"";"36";"";"";"Si";
"49/000675";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"PRADO VERDE";"Avenida CASTILLA Y LEON 2 B";"49122";"Zamora";"Torres del Carrizal";"TORRES DEL CARRIZAL";"TORRES DEL CARRIZAL";"980569007";"699901438";"";"";"";"";"36";"";"";"Si";
"09/001118";"Restaurante";"4ª - 1 Tenedor";"";"GOIKO GRILL";"Plaza Alonso Martínez 3";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"636284558";"";"";"administracion@goikogrill.com";"www.goikogrill.com";"";"54";"-3,700618";"42,343645";"Si";
"09/001119";"Restaurante";"3ª - 2 Tenedores";"";"CUMPANIS";"Plaza Constitución, 2";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"629613004";"690103478";"";"mopihosteleria@gmail.com";"";"";"65";"-3,686225";"41,6709161";"Si";
"47/001177";"Restaurante";"4ª - 1 Tenedor";"";"DON G";"Camino Viejo DE SIMANCAS (C.C. VALLSUR, LOCAL 315-316) S/N";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983371453";"";"";"info@olidasesores.es";"";"";"";"";"";"Si";
"42/000458";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL TORO";"Calle DEHESA 3";"42318";"Soria";"Valdemaluque";"VALDEMALUQUE";"VALDEMALUQUE";"975363670";"";"";"valdemaluque@dipsoria.es";"";"";"93";"";"";"Si";
"09/001120";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TABERNA EL RISCO";"Calle Del Caño, 84  bajo";"09145";"Burgos";"Valle de Sedano";"ORBANEJA DEL CASTILLO";"ORBANEJA DEL CASTILLO";"630544084";"";"";"";"";"";"77";"";"";"Si";
"47/001178";"Restaurante / Salón banquete / Cafetería";"4ª - 1 Tenedor";"";"TEE";"Camino VIEJO 2";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"671636767";"983650701";"";"info@eventos tee.com";"www.eventostee.com";"";"124";"";"";"Si";
"37/001065";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA VENANCIA";"Plaza DEL MERCADO 12   BAJO";"37100";"Salamanca";"Ledesma";"LEDESMA";"LEDESMA";"923570540";"";"";"luijorgesan75@hotmail.com";"";"";"21";"";"";"Si";
"05/000775";"Restaurante / Bar";"4ª - 1 Tenedor";"";"AQUI TE ESPERO";"Calle REAL 31";"05520";"Ávila";"Torre (La)";"BALBARDA";"BALBARDA";"662479775";"";"";"";"";"";"21";"";"";"";
"09/001121";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA FERROVIARIA";"Calle Ciudad Jardín, 1";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947310375";"";"";"";"";"";"86";"";"";"";
"34/000522";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA GAVIOTA";"Pasaje LOS SOLDADOS 1  BJ";"34001";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979700701";"";"";"danielportaarnaiz@hotmail.com";"";"";"";"";"";"";
"47/001179";"Restaurante";"4ª - 1 Tenedor";"";"KING DONER KEBAB";"Calle LA FRAGUA 10";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"CISTERNIGA";"649319965";"";"";"aciertaglobal@gmail.com";"";"";"";"";"";"";
"09/001123";"Restaurante / Bar";"3ª - 2 Tenedores";"";"SANTA FE";"Calle Los Huertos, 2";"09192";"Burgos";"Cardeñuela Riopico";"CARDEÑUELA RIOPICO";"CARDEÑUELA RIOPICO";"947560722";"";"";"alberguesantafe@hotmail.com";"";"";"19";"-3,559464";"42,358845";"Si";
"49/000677";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CAMPUS";"Avenida PRINCIPE DE ASTURIAS S/N";"49022";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"685952202";"";"";"moraleja1969@hotmail.com";"";"";"200";"";"";"Si";
"24/001645";"Restaurante";"4ª - 1 Tenedor";"";"COCINANDOS";"Plaza SAN MARCOS 5";"24001";"León";"León";"LEON";"LEON";"656269784";"";"";"";"";"";"";"-5,58101";"42,602009";"";
"42/000459";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL COBIJO DE MURIEL";"Calle REAL BAJERA 6";"42193";"Soria";"Muriel de la Fuente";"MURIEL DE LA FUENTE";"MURIEL DE LA FUENTE";"975186079";"";"";"elcobijodemuriel@gmail.com";"www.elcobijodemuriel.es";"";"25";"-2,858736";"41,724114";"Si";
"47/001180";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ALBINO VINO";"Calle REAL 24";"47155";"Valladolid";"Santovenia de Pisuerga";"SANTOVENIA DE PISUERGA";"SANTOVENIA DE PISUERGA";"696731801";"";"";"";"";"";"68";"";"";"";
